Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Path	File Offset (s)	Begin File	Common Name	Species Code	Confidence	Delta time	Corrected_End_Time	Duration
96	Spectrogram 1	1	284.9085714	287.9085714	0	15000	E:\Pedido Marcelo\sylvatica\Audios\BLESTCANTARO_20230101_040000.wav	45	BLESTCANTARO_20230101_040000.wav	Hylorina sylvatica	Hylorina sylvatica	0.9984	3	48	60
97	Spectrogram 1	1	287.9085714	290.9085714	0	15000	E:\Pedido Marcelo\sylvatica\Audios\BLESTCANTARO_20230101_040000.wav	48	BLESTCANTARO_20230101_040000.wav	Hylorina sylvatica	Hylorina sylvatica	0.9984	3	51	60
98	Spectrogram 1	1	290.9085714	293.9085714	0	15000	E:\Pedido Marcelo\sylvatica\Audios\BLESTCANTARO_20230101_040000.wav	51	BLESTCANTARO_20230101_040000.wav	Hylorina sylvatica	Hylorina sylvatica	0.9855	3	54	60
99	Spectrogram 1	1	293.9085714	296.9085714	0	15000	E:\Pedido Marcelo\sylvatica\Audios\BLESTCANTARO_20230101_040000.wav	54	BLESTCANTARO_20230101_040000.wav	Hylorina sylvatica	Hylorina sylvatica	0.9985	3	57	60
100	Spectrogram 1	1	296.9085714	299.8885714	0	15000	E:\Pedido Marcelo\sylvatica\Audios\BLESTCANTARO_20230101_040000.wav	57	BLESTCANTARO_20230101_040000.wav	Hylorina sylvatica	Hylorina sylvatica	0.997	3	60	60
101	Spectrogram 1	1	299.8857143	302.8857143	0	15000	E:\Pedido Marcelo\sylvatica\Audios\BLESTCANTARO_20230101_050000.wav	0	BLESTCANTARO_20230101_050000.wav	Hylorina sylvatica	Hylorina sylvatica	0.9698	3	3	60
102	Spectrogram 1	1	305.8857143	308.8857143	0	15000	E:\Pedido Marcelo\sylvatica\Audios\BLESTCANTARO_20230101_050000.wav	6	BLESTCANTARO_20230101_050000.wav	Hylorina sylvatica	Hylorina sylvatica	0.9926	3	9	60
103	Spectrogram 1	1	308.8857143	311.8857143	0	15000	E:\Pedido Marcelo\sylvatica\Audios\BLESTCANTARO_20230101_050000.wav	9	BLESTCANTARO_20230101_050000.wav	Hylorina sylvatica	Hylorina sylvatica	0.9993	3	12	60
104	Spectrogram 1	1	311.8857143	314.8857143	0	15000	E:\Pedido Marcelo\sylvatica\Audios\BLESTCANTARO_20230101_050000.wav	12	BLESTCANTARO_20230101_050000.wav	Hylorina sylvatica	Hylorina sylvatica	0.6131	3	15	60
105	Spectrogram 1	1	317.8857143	320.8857143	0	15000	E:\Pedido Marcelo\sylvatica\Audios\BLESTCANTARO_20230101_050000.wav	18	BLESTCANTARO_20230101_050000.wav	Hylorina sylvatica	Hylorina sylvatica	0.4656	3	21	60
106	Spectrogram 1	1	320.8857143	323.8857143	0	15000	E:\Pedido Marcelo\sylvatica\Audios\BLESTCANTARO_20230101_050000.wav	21	BLESTCANTARO_20230101_050000.wav	Hylorina sylvatica	Hylorina sylvatica	0.8573	3	24	60
107	Spectrogram 1	1	323.8857143	326.8857143	0	15000	E:\Pedido Marcelo\sylvatica\Audios\BLESTCANTARO_20230101_050000.wav	24	BLESTCANTARO_20230101_050000.wav	Hylorina sylvatica	Hylorina sylvatica	0.9967	3	27	60
108	Spectrogram 1	1	326.8857143	329.8857143	0	15000	E:\Pedido Marcelo\sylvatica\Audios\BLESTCANTARO_20230101_050000.wav	27	BLESTCANTARO_20230101_050000.wav	Hylorina sylvatica	Hylorina sylvatica	0.999	3	30	60
109	Spectrogram 1	1	329.8857143	332.8857143	0	15000	E:\Pedido Marcelo\sylvatica\Audios\BLESTCANTARO_20230101_050000.wav	30	BLESTCANTARO_20230101_050000.wav	Hylorina sylvatica	Hylorina sylvatica	0.9455	3	33	60
